Heteromys goldmani,85.0
Heteromys desmarestianus,77.0
Liomys pictus,50.0
Liomys irroratus,42.5
Liomys adspersus,65.0
Liomys salvini,41.0
Microdipodops pallidus,13.55
Microdipodops megacephalus,13.45
Perognathus fasciatus,11.55
Perognathus longimembris,9.0
Perognathus flavus,7.83
Perognathus flavescens,9.0
Perognathus parvus,20.1
Perognathus merriami,8.0
Perognathus inornatus,8.65
Hydrochaeris hydrochaeris,55000.0
Atherurus macrourus,2000.0
Atherurus africanus,3180.0
Hystrix pumila,2740.0
Hystrix brachyura,8000.0
Hystrix indica,14650.0
Hystrix cristata,18333.33
Hystrix africaeaustralis,15680.0
Acomys percivali,
Acomys russatus,54.43
Acomys wilsoni,20.0
Acomys cahirinus,45.25
Aethomys hindei,107.0
Aethomys kaiseri,198.0
Aethomys chrysophilus,78.55
Aethomys namaquensis,47.56
Akodon varius,37.3
Akodon cursor,39.7
Akodon boliviensis,25.95
Akodon molinae,33.0
Akodon dolores,50.0
Akodon azarae,27.33
Akodon longipilis,37.55
Akodon olivaceus,28.03
Akodon urichi,50.0
Allocricetulus eversmanni,
Alticola roylei,35.0
Alticola strelzowi,50.0
Alticola argentatus,37.7
Apodemus argenteus,
Apodemus peninsulae,32.9
Apodemus uralensis,
Apodemus mystacinus,45.6
Apodemus flavicollis,29.35
Apodemus agrarius,21.5
Apodemus sylvaticus,23.38
Arborimus pomo,36.0
Arborimus longicaudus,23.0
Arborimus albipes,23.0
Arvicanthis niloticus,64.5
Arvicola sapidus,187.5
Arvicola terrestris,120.0
Auliscomys micropus,72.6
Baiomys taylori,7.83
Bandicota indica,545.0
Bandicota bengalensis,166.67
Beamys hindei,101.67
Bolomys lasiurus,39.93
Calomys lepidus,26.6
Calomys laucha,34.0
Calomys hummelincki,27.0
Calomys callosus,41.0
Calomys musculinus,17.6
Calomyscus bailwardi,20.4
Calomyscus mystax,20.4
Cannomys badius,650.0
Chionomys nivalis,54.0
Chionomys gud,
Chiropodomys gliroides,25.5
Chiruromys vates,43.4
Clethrionomys gapperi,20.57
Clethrionomys rufocanus,29.5
Clethrionomys glareolus,20.77
Clethrionomys californicus,23.6
Clethrionomys rutilus,25.0
Colomys goslingi,58.5
Conilurus penicillatus,144.0
Cremnomys blanfordi,14.1
Cremnomys cutchicus,59.8
Cricetomys gambianus,1092.6
Cricetulus barabensis,
Cricetulus migratorius,30.8
Cricetus cricetus,506.67
Dasymys incomtus,106.18
Dendromus messorius,
Dendromus kahuziensis,
Dendromus mystacalis,7.2
Dendromus mesomelas,10.6
Dendromus melanotis,7.36
Dephomys defua,45.0
Desmodilliscus braueri,10.0
Desmodillus auricularis,54.5
Dicrostonyx unalascensis,
Dicrostonyx richardsoni,55.0
Dicrostonyx hudsonius,57.0
Dicrostonyx torquatus,85.0
